temp_C,HR,windSpeed_m/s,windGust_m/s,pres_mbar,solarRad_W/m2,rain_mm/h,rain_day
18.07,80.29,3.52,4.34,1018.0,0.17,0.0,0.0
18.13,80.94,3.55,4.3,1018.0,0.74,0.0,0.0
18.28,81.53,2.73,3.23,1018.67,40.29,0.0,0.0
18.62,81.96,3.84,4.61,1019.0,117.52,0.0,0.0
19.77,76.09,5.41,6.69,1019.0,440.15,0.0,0.0
21.3,64.29,5.29,6.52,1020.0,553.18,0.0,0.0
22.08,57.9,4.14,5.2,1020.0,843.97,0.0,0.0
22.81,49.25,3.37,4.42,1020.0,851.33,0.0,0.0
23.44,44.46,4.44,5.68,1019.17,878.33,0.0,0.0
23.52,44.48,1.91,2.79,1019.0,843.17,0.0,0.0
23.22,45.13,3.16,4.32,1019.0,756.46,0.0,0.0
22.57,47.78,5.42,6.67,1019.0,617.72,0.0,0.0
21.74,50.14,5.76,6.96,1019.0,437.15,0.0,0.0
21.29,53.55,5.47,6.94,1019.0,234.22,0.0,0.0
20.39,58.11,5.37,6.81,1019.0,52.34,0.0,0.0
19.52,61.61,4.96,6.48,1019.92,1.14,0.0,0.0
18.9,65.97,2.65,3.5,1020.75,1.31,0.0,0.0
18.02,72.34,1.54,2.68,1021.0,0.99,0.0,0.0
17.85,73.82,5.4,6.88,1021.0,0.8,0.0,0.0
17.76,74.93,1.54,2.28,1021.83,0.7,0.0,0.0
17.7,75.99,3.71,4.88,1021.33,0.42,0.0,0.0
17.85,74.1,5.49,7.42,1021.0,0.59,0.0,0.0
17.85,72.79,5.55,7.25,1021.0,0.48,0.0,0.0
17.85,71.74,4.94,6.83,1021.0,0.74,0.0,0.0
17.58,72.13,3.06,4.07,1021.0,0.59,0.0,0.0
17.27,72.9,3.65,4.49,1021.0,0.81,0.0,0.0
17.64,72.23,2.56,3.59,1021.08,62.56,0.0,0.0
18.56,69.75,3.45,4.44,1022.0,235.08,0.0,0.0
19.28,66.39,4.33,6.41,1022.0,291.52,0.0,0.0
20.61,59.54,4.31,5.7,1022.5,629.54,0.0,0.0
21.63,53.38,3.19,4.44,1023.0,762.0,0.0,0.0
22.07,51.33,3.71,5.14,1022.08,848.33,0.0,0.0
23.27,47.72,2.83,4.61,1022.0,875.75,0.0,0.0
23.72,46.62,3.67,5.43,1022.0,844.75,0.0,0.0
24.01,45.73,4.16,6.67,1021.5,757.17,0.0,0.0
23.18,48.82,4.21,6.63,1021.0,618.32,0.0,0.0
22.56,50.66,4.4,7.8,1021.0,435.77,0.0,0.0
22.29,50.37,5.65,8.03,1021.0,231.0,0.0,0.0
21.33,53.31,5.53,7.51,1022.0,50.76,0.0,0.0
19.88,58.46,5.51,7.51,1022.0,0.56,0.0,0.0
19.27,60.52,6.45,9.25,1022.83,0.82,0.0,0.0
18.87,62.84,6.0,8.74,1023.0,1.22,0.0,0.0
18.65,65.73,6.1,7.9,1023.0,1.39,0.0,0.0
18.8,67.75,7.61,9.83,1022.25,0.95,0.0,0.0
18.28,73.67,7.32,9.94,1022.5,1.09,0.0,0.0
17.95,75.88,5.83,7.78,1022.5,0.63,0.0,0.0
18.15,75.66,4.75,6.82,1022.0,0.86,0.0,0.0
18.18,75.94,5.58,7.9,1021.08,0.91,0.0,0.0
17.98,75.71,5.0,7.09,1021.17,0.43,0.0,0.0
18.13,73.27,6.26,8.22,1021.0,0.75,0.0,0.0
18.02,73.03,6.71,9.12,1021.0,49.22,0.0,0.0
19.07,68.35,5.33,7.65,1021.0,225.21,0.0,0.0
19.9,63.6,4.83,6.71,1021.0,419.79,0.0,0.0
20.71,60.33,5.08,6.54,1021.0,592.88,0.0,0.0
22.25,52.53,1.96,3.67,1021.08,728.54,0.0,0.0
23.92,45.18,3.77,5.74,1020.92,818.42,0.0,0.0
26.12,37.96,3.84,5.66,1020.0,856.83,0.0,0.0
26.9,35.37,4.02,5.53,1019.33,830.5,0.0,0.0
27.28,34.47,4.52,6.14,1019.0,748.93,0.0,0.0
26.41,37.21,5.44,7.95,1018.17,612.52,0.0,0.0
25.73,35.83,6.52,8.32,1018.0,434.31,0.0,0.0
24.43,38.51,6.96,8.64,1018.0,229.87,0.0,0.0
22.32,43.74,7.06,8.93,1018.0,49.76,0.0,0.0
21.4,44.29,6.14,8.39,1018.0,0.34,0.0,0.0
20.85,46.11,6.23,8.2,1018.92,0.22,0.0,0.0
21.19,44.39,4.84,6.16,1019.0,0.24,0.0,0.0
20.76,47.96,4.72,5.79,1019.0,0.18,0.0,0.0
20.18,52.6,4.55,6.42,1018.42,0.11,0.0,0.0
20.6,51.15,4.95,5.97,1018.0,0.15,0.0,0.0
20.78,50.31,4.64,5.89,1017.17,0.11,0.0,0.0
20.81,49.66,3.53,4.23,1017.0,0.19,0.0,0.0
20.73,50.21,3.7,4.57,1017.0,0.13,0.0,0.0
20.59,50.24,2.9,3.63,1017.0,0.09,0.0,0.0
19.97,52.29,3.77,4.76,1017.0,0.26,0.0,0.0
20.61,47.04,4.43,5.26,1017.0,40.08,0.0,0.0
21.79,41.26,0.3,0.92,1017.25,199.75,0.0,0.0
23.5,34.94,3.57,4.4,1018.0,401.85,0.0,0.0
25.28,30.17,2.79,3.59,1018.0,592.18,0.0,0.0
26.71,26.95,1.93,3.04,1018.0,741.38,0.0,0.0
28.87,19.78,2.22,3.23,1017.08,838.58,0.0,0.0
29.92,19.76,2.69,3.75,1017.0,867.0,0.0,0.0
30.57,19.34,4.75,6.54,1016.17,836.42,0.0,0.0
30.93,13.81,5.46,7.55,1016.0,759.31,0.0,0.0
30.59,13.54,5.17,7.04,1015.17,611.88,0.0,0.0
29.1,17.39,3.99,5.43,1015.0,416.68,0.0,0.0
27.32,19.8,3.91,6.29,1015.0,214.25,0.0,0.0
25.71,20.71,6.78,9.22,1015.42,51.94,0.0,0.0
23.7,24.01,8.03,9.77,1016.0,0.97,0.0,0.0
22.89,26.12,5.92,7.27,1016.58,0.36,0.0,0.0
22.78,23.62,5.18,6.56,1017.0,0.41,0.0,0.0
22.27,25.49,5.38,7.09,1017.0,0.41,0.0,0.0
21.87,26.36,5.39,7.02,1017.0,0.38,0.0,0.0
20.87,29.12,5.3,6.35,1017.0,0.42,0.0,0.0
20.34,30.71,5.07,6.25,1016.42,0.5,0.0,0.0
20.16,30.99,6.13,7.63,1016.0,0.58,0.0,0.0
19.31,35.47,5.98,7.84,1016.0,0.37,0.0,0.0
18.76,39.74,6.73,7.78,1016.0,0.58,0.0,0.0
18.25,43.9,5.19,6.48,1016.0,0.51,0.0,0.0
18.23,41.66,4.99,6.33,1016.0,20.89,0.0,0.0
18.31,43.33,3.72,4.72,1016.5,181.36,0.0,0.0
19.18,38.75,3.82,4.91,1017.0,393.64,0.0,0.0
19.64,38.96,4.36,6.0,1017.0,587.43,0.0,0.0
21.51,33.18,4.89,6.33,1017.0,737.19,0.0,0.0
22.46,31.8,6.4,8.14,1017.0,843.67,0.0,0.0
23.66,29.57,5.69,7.27,1017.0,886.92,0.0,0.0
24.44,29.68,5.69,7.3,1016.08,863.58,0.0,0.0
23.01,32.3,7.67,9.46,1016.0,780.58,0.0,0.0
21.37,39.93,7.69,10.36,1016.0,644.98,0.0,0.0
20.35,45.8,8.68,10.9,1016.0,464.91,0.0,0.0
19.04,54.52,8.69,11.28,1016.0,253.26,0.0,0.0
18.31,57.97,6.05,7.9,1016.0,64.01,0.0,0.0
17.09,64.76,7.61,9.71,1016.5,2.52,0.0,0.0
16.59,68.43,6.22,8.15,1017.25,2.25,0.0,0.0
16.48,70.86,5.76,8.55,1017.92,2.02,0.0,0.0
16.91,71.04,5.63,7.74,1017.75,2.06,0.0,0.0
16.97,71.27,5.04,7.88,1017.17,1.85,0.0,0.0
17.12,69.6,5.38,6.9,1017.0,1.18,0.0,0.0
17.37,64.67,5.21,7.11,1016.5,1.72,0.0,0.0
17.77,63.57,4.04,5.72,1016.0,1.79,0.0,0.0
17.69,67.26,4.5,6.35,1016.0,1.69,0.0,0.0
17.8,66.19,3.12,4.97,1016.0,1.85,0.0,0.0
17.5,70.0,2.38,4.07,1016.0,2.59,0.0,0.0
17.15,72.04,5.12,6.67,1016.0,11.75,0.0,0.0
17.2,71.13,5.16,7.13,1016.33,90.26,0.0,0.0
17.9,67.65,5.99,8.05,1017.0,291.36,0.0,0.0
18.42,63.46,5.55,7.9,1017.0,312.62,0.0,0.0
19.5,56.71,3.81,5.72,1017.0,587.09,0.0,0.0
20.16,49.56,6.13,8.43,1017.0,610.63,0.0,0.0
20.05,44.11,7.69,10.11,1017.0,811.7,0.0,0.0
19.76,43.53,9.35,12.05,1017.0,803.99,0.0,0.0
19.74,48.18,7.94,11.74,1016.92,485.61,0.0,0.0
19.88,47.3,5.69,9.31,1016.33,680.02,0.0,0.0
19.52,47.67,8.31,11.03,1016.5,503.63,0.0,0.0
18.97,49.76,7.87,10.44,1016.83,261.92,0.0,0.0
18.07,57.12,4.04,7.3,1017.0,77.31,0.0,0.0
17.24,62.77,5.92,8.24,1017.08,2.67,0.0,0.0
16.8,66.22,5.74,8.49,1018.0,1.5,0.0,0.0
16.46,68.6,6.04,9.18,1018.0,1.42,0.0,0.0
16.21,70.05,4.98,9.2,1018.0,1.02,0.0,0.0
16.15,69.08,6.15,9.04,1018.0,0.96,0.0,0.0
15.94,68.57,4.87,7.95,1018.0,0.84,0.0,0.0
15.7,69.59,3.59,5.7,1018.0,1.17,0.0,0.0
15.4,72.64,0.0,0.0,1018.0,0.81,0.0,0.0
15.18,73.12,0.0,0.0,1018.0,0.8,0.0,0.0
15.11,70.59,0.0,0.0,1018.0,0.82,0.0,0.0
15.05,68.08,0.0,0.0,1018.0,0.94,0.0,0.0
14.98,66.31,0.3,0.96,1018.33,13.25,0.0,0.0
15.52,62.8,1.33,2.37,1018.92,149.75,0.0,0.0
16.51,57.96,3.09,4.49,1019.0,349.5,0.0,0.0
17.95,45.27,6.67,8.68,1019.0,541.59,0.0,0.0
18.88,39.71,6.97,8.76,1019.0,695.18,0.0,0.0
19.74,37.64,6.64,8.36,1019.0,801.83,0.0,0.0
20.9,34.03,6.34,8.22,1018.83,851.75,0.0,0.0
21.66,30.84,6.89,9.46,1018.0,844.42,0.0,0.0
21.36,32.44,6.82,9.46,1018.0,777.67,0.0,0.0
21.19,34.52,5.96,8.8,1017.58,645.07,0.0,0.0
20.6,36.97,6.2,8.16,1017.92,484.78,0.0,0.0
19.88,38.5,4.65,6.56,1018.0,289.42,0.0,0.0
19.02,43.18,6.65,10.15,1017.83,86.62,0.0,0.0
18.06,48.01,5.74,8.66,1017.67,2.64,0.0,0.0
17.23,50.74,3.82,5.6,1018.42,0.52,0.0,0.0
16.84,55.72,4.65,7.5,1018.33,0.66,0.0,0.0
16.7,60.38,3.65,6.5,1018.08,1.15,0.0,0.0
16.46,63.45,4.5,5.83,1018.58,1.77,0.0,0.0
16.58,64.0,4.39,5.89,1018.0,2.03,0.0,0.0
16.65,64.15,3.16,5.01,1018.0,1.83,0.0,0.0
16.69,66.43,3.57,4.34,1017.33,1.3,0.0,0.0
16.67,67.99,3.23,4.15,1017.0,1.36,0.0,0.0
16.62,69.77,3.03,4.28,1017.0,1.26,0.0,0.0
16.81,70.74,4.12,5.93,1017.0,1.65,0.0,0.0
17.02,71.38,5.46,6.73,1017.08,7.14,0.0,0.0
17.64,70.17,4.1,5.66,1018.0,129.92,0.0,0.0
18.35,69.18,4.03,5.64,1018.0,318.07,0.0,0.0
19.46,66.33,3.2,4.91,1018.0,522.43,0.0,0.0
20.61,61.59,3.28,5.51,1018.5,674.16,0.0,0.0
21.58,57.0,3.95,5.72,1018.58,786.58,0.0,0.0
22.87,49.09,4.08,5.66,1018.0,843.67,0.0,0.0
24.51,43.12,5.89,7.72,1017.25,840.75,0.0,0.0
25.25,40.83,6.27,7.82,1016.92,775.92,0.0,0.0
24.96,41.17,7.89,9.9,1016.58,660.7,0.0,0.0
24.02,44.51,6.22,7.99,1017.0,496.06,0.0,0.0
22.46,47.35,6.12,8.93,1017.0,302.89,0.0,0.0
21.11,48.93,6.23,9.77,1017.0,105.16,0.0,0.0
19.57,56.36,6.05,9.71,1017.0,3.16,0.0,0.0
18.53,59.09,3.86,6.29,1018.0,0.86,0.0,0.0
17.82,61.03,2.81,5.43,1018.92,1.22,0.0,0.0
17.41,62.08,3.51,6.04,1019.0,1.5,0.0,0.0
17.15,62.89,3.8,6.46,1019.0,1.43,0.0,0.0
16.93,61.87,4.41,6.81,1019.0,1.09,0.0,0.0
16.69,61.05,3.18,5.14,1019.0,1.01,0.0,0.0
16.3,63.09,3.14,5.14,1019.0,1.48,0.0,0.0
16.14,62.26,4.31,6.77,1019.0,1.38,0.0,0.0
15.94,62.44,3.73,6.18,1019.0,1.37,0.0,0.0
15.5,65.36,3.14,5.66,1019.0,1.66,0.0,0.0
15.21,68.38,2.03,4.51,1019.75,6.05,0.0,0.0
15.7,65.84,2.36,4.51,1020.0,111.7,0.0,0.0
17.13,60.55,3.33,5.93,1020.83,309.29,0.0,0.0
18.95,53.12,2.66,5.49,1021.0,502.78,0.0,0.0
20.31,46.87,3.89,6.81,1021.0,665.79,0.0,0.0
21.8,43.07,4.03,6.14,1021.0,780.5,0.0,0.0
23.29,39.27,4.02,6.21,1020.92,841.58,0.0,0.0
23.73,38.38,4.3,6.69,1020.17,844.58,0.0,0.0
24.1,37.21,2.74,4.63,1020.0,785.83,0.0,0.0
23.63,39.07,6.35,9.06,1019.92,671.35,0.0,0.0
22.78,42.54,2.98,5.62,1019.92,508.21,0.0,0.0
21.46,48.18,6.88,10.17,1020.0,313.12,0.0,0.0
20.71,53.26,5.05,9.27,1020.0,115.98,0.0,0.0
19.57,58.65,5.53,8.32,1020.17,4.61,0.0,0.0
18.8,63.53,4.58,7.55,1021.08,1.23,0.0,0.0
18.26,67.26,3.5,6.81,1022.0,1.36,0.0,0.0
17.83,69.6,3.84,6.94,1022.0,1.45,0.0,0.0
17.68,69.0,1.83,4.15,1022.0,1.2,0.0,0.0
17.44,71.12,1.84,3.06,1022.0,1.4,0.0,0.0
17.47,70.76,2.83,5.89,1021.58,1.09,0.0,0.0
17.15,72.1,2.92,5.45,1021.0,1.16,0.0,0.0
17.29,70.64,3.56,5.66,1021.0,1.1,0.0,0.0
17.23,69.43,4.29,6.31,1020.42,0.99,0.0,0.0
16.86,70.37,3.89,5.74,1020.33,1.09,0.0,0.0
16.61,71.82,2.59,4.42,1021.0,2.3,0.0,0.0
16.93,71.16,1.41,2.75,1021.5,85.66,0.0,0.0
18.18,66.97,2.21,3.88,1022.0,273.14,0.0,0.0
20.02,59.5,2.4,3.88,1022.0,468.62,0.0,0.0
22.24,50.91,1.52,2.77,1022.0,640.02,0.0,0.0
24.2,44.9,1.57,2.37,1022.0,768.08,0.0,0.0
26.28,38.38,1.34,2.6,1021.75,838.08,0.0,0.0
26.99,36.85,2.05,3.1,1021.0,842.0,0.0,0.0
27.48,35.82,2.81,4.11,1020.42,788.33,0.0,0.0
27.33,33.46,4.03,5.79,1020.0,690.22,0.0,0.0
25.98,36.43,5.19,7.46,1020.0,538.18,0.0,0.0
23.91,40.75,4.06,7.09,1020.0,344.83,0.0,0.0
21.76,45.3,5.03,8.89,1020.33,142.36,0.0,0.0
20.24,53.1,1.72,5.05,1021.0,9.05,0.0,0.0
19.0,59.32,2.23,5.91,1021.42,1.21,0.0,0.0
18.04,66.34,3.97,7.09,1022.0,1.29,0.0,0.0
17.63,69.1,2.9,5.49,1022.0,1.56,0.0,0.0
17.38,69.84,2.23,4.84,1022.0,1.47,0.0,0.0
17.28,70.18,2.02,3.61,1022.92,1.29,0.0,0.0
16.83,73.52,2.41,4.51,1023.0,1.43,0.0,0.0
16.91,73.73,4.97,7.09,1022.5,1.26,0.0,0.0
17.36,71.52,3.48,6.67,1022.0,1.48,0.0,0.0
17.65,69.94,4.28,7.34,1022.0,1.21,0.0,0.0
17.75,68.88,3.31,5.56,1022.0,1.41,0.0,0.0
17.51,69.87,3.5,5.6,1022.17,2.63,0.0,0.0
17.38,69.61,0.25,1.22,1023.0,76.78,0.0,0.0
17.68,68.03,3.65,6.23,1023.0,219.94,0.0,0.0
18.82,63.04,4.64,7.23,1023.0,389.63,0.0,0.0
19.84,58.99,5.01,8.11,1023.0,387.47,0.0,0.0
20.66,57.3,5.2,8.05,1022.83,535.42,0.0,0.0
21.82,52.87,6.43,8.87,1022.0,819.67,0.0,0.0
23.07,49.4,5.44,8.18,1021.33,815.09,0.0,0.0
23.54,47.99,5.53,8.09,1020.5,759.02,0.0,0.0
22.68,50.22,5.86,8.37,1020.0,679.68,0.0,0.0
21.4,49.13,6.45,9.48,1019.42,534.81,0.0,0.0
20.23,39.85,7.02,10.34,1019.42,341.25,0.0,0.0
18.89,44.93,4.65,8.85,1019.83,173.51,0.0,0.0
17.19,51.48,2.48,4.93,1020.0,14.82,0.0,0.0
16.08,58.97,3.0,6.39,1020.67,0.68,0.0,0.0
15.65,61.0,3.73,6.5,1021.0,1.33,0.0,0.0
15.43,61.7,1.23,3.77,1021.0,1.47,0.0,0.0
15.17,62.57,2.64,5.87,1021.0,1.14,0.0,0.0
14.91,64.11,2.14,5.45,1020.0,1.53,0.0,0.0
14.69,63.64,8.12,11.7,1019.5,1.98,0.0,0.0
14.43,63.32,8.34,11.8,1019.0,0.98,0.0,0.0
14.16,63.52,7.5,10.82,1018.92,0.96,0.0,0.0
14.05,60.08,0.38,1.64,1019.0,0.95,0.0,0.0
13.97,59.42,3.01,5.74,1018.17,0.84,0.0,0.0
14.01,59.55,7.82,10.98,1018.0,1.39,0.0,0.0
14.1,58.93,3.6,6.16,1018.67,69.57,0.0,0.0
15.33,62.68,2.66,5.35,1021.0,148.67,0.0,0.0
16.79,73.79,0.22,1.38,1025.0,1.21,0.0,0.0
16.25,74.47,0.69,1.24,1024.67,1.17,0.0,0.0
15.97,75.56,3.73,4.78,1024.0,1.44,0.0,0.0
16.05,74.72,4.15,5.47,1024.0,1.08,0.0,0.0
15.81,76.01,4.04,5.43,1024.0,1.15,0.0,0.0
15.63,76.72,2.32,3.82,1024.0,1.29,0.0,0.0
15.52,77.51,0.57,1.05,1024.0,2.78,0.0,0.0
15.58,75.54,1.7,2.85,1024.0,82.38,0.0,0.0
16.46,72.18,4.19,5.58,1024.42,264.74,0.0,0.0
18.0,62.79,4.08,5.62,1025.0,450.88,0.0,0.0
19.33,55.79,3.38,4.88,1025.0,608.44,0.0,0.0
20.3,50.74,3.09,4.38,1024.17,726.69,0.0,0.0
21.12,44.46,3.29,4.72,1023.75,795.08,0.0,0.0
21.68,44.91,3.96,5.56,1023.0,790.67,0.0,0.0
21.76,44.34,4.22,5.87,1022.25,731.0,0.0,0.0
21.9,43.29,4.93,6.29,1022.0,612.19,0.0,0.0
21.67,43.75,4.89,6.33,1022.0,447.16,0.0,0.0
20.56,47.9,0.68,1.15,1021.92,254.36,0.0,0.0
19.03,53.52,6.47,7.9,1022.0,75.11,0.0,0.0
17.72,58.11,6.19,7.84,1022.0,1.2,0.0,0.0
16.46,62.11,5.53,6.92,1022.42,1.08,0.0,0.0
15.57,66.02,5.49,6.75,1022.92,1.22,0.0,0.0
15.21,64.56,5.24,6.6,1022.25,1.47,0.0,0.0
14.9,64.62,4.84,5.91,1022.0,1.35,0.0,0.0
14.66,66.56,4.29,5.41,1022.0,1.11,0.0,0.0
14.77,66.11,3.84,5.28,1022.0,1.0,0.0,0.0
14.66,67.17,5.15,6.54,1021.0,1.18,0.0,0.0
14.62,67.99,5.68,7.06,1021.0,1.6,0.0,0.0
14.59,68.53,5.03,6.08,1020.5,1.64,0.0,0.0
14.53,69.27,4.04,4.84,1020.0,1.14,0.0,0.0
14.49,72.11,2.95,3.71,1020.0,3.08,0.0,0.0
14.7,71.72,2.27,2.89,1020.0,86.4,0.0,0.0
16.01,67.43,1.51,2.18,1020.0,268.63,0.0,0.0
17.97,59.7,1.16,1.64,1020.5,457.73,0.0,0.0
19.84,53.16,1.12,1.64,1020.25,619.25,0.0,0.0
21.16,47.53,1.32,1.97,1020.0,729.54,0.0,0.0
22.2,43.25,2.46,3.48,1019.5,796.67,0.0,0.0
23.41,41.93,1.44,2.24,1018.92,790.92,0.0,0.0
24.38,38.95,1.65,2.31,1018.0,738.67,0.0,0.0
24.57,37.82,1.94,2.94,1017.08,428.23,0.0,0.0
23.8,39.79,3.42,4.8,1017.0,435.82,0.0,0.0
22.12,44.03,5.29,6.44,1017.0,296.43,0.0,0.0
20.46,48.95,5.29,6.6,1017.0,69.33,0.0,0.0
18.72,54.27,5.88,7.17,1017.58,1.01,0.0,0.0
17.7,51.74,6.66,8.32,1018.0,0.23,0.0,0.0
17.41,47.99,6.79,8.53,1018.0,0.23,0.0,0.0
16.9,55.14,6.09,7.28,1018.0,0.28,0.0,0.0
16.29,60.49,4.62,5.77,1018.0,0.41,0.0,0.0
15.63,66.52,4.65,5.89,1018.08,0.47,0.0,0.0
15.29,74.62,5.53,6.94,1018.42,0.85,0.0,0.0
15.47,75.78,4.47,5.53,1018.0,0.98,0.0,0.0
15.63,77.45,4.42,5.45,1018.0,1.23,0.0,0.0
15.78,77.88,5.61,6.96,1018.0,1.26,0.0,0.0
15.9,76.88,4.46,5.79,1018.0,1.29,0.0,0.0
15.98,76.73,5.66,7.21,1018.0,2.97,0.0,0.0
16.33,75.91,3.89,4.99,1018.0,91.19,0.0,0.0
17.27,73.12,4.56,5.56,1019.0,307.64,0.0,0.0
18.26,69.42,4.87,6.21,1019.0,322.93,0.0,0.0
19.25,65.13,3.77,4.97,1019.0,419.67,0.0,0.0
20.61,59.17,4.99,6.31,1019.0,586.1,0.0,0.0
21.26,55.23,5.12,6.65,1018.75,705.01,0.0,0.0
21.78,49.94,5.77,7.4,1018.0,703.72,0.0,0.0
21.75,48.21,7.76,9.27,1018.0,630.58,0.0,0.0
21.62,50.61,7.28,8.89,1017.92,603.52,0.0,0.0
21.29,54.51,6.53,8.89,1017.92,393.31,0.0,0.0
18.92,66.28,7.7,9.79,1018.0,249.01,0.0,0.0
18.22,65.79,6.19,8.47,1018.08,70.25,0.0,0.0
16.87,66.82,6.9,8.76,1018.92,1.42,0.0,0.0
15.85,70.23,7.23,9.37,1019.0,1.03,0.0,0.0
15.4,70.85,8.24,10.17,1019.08,0.93,0.0,0.0
15.19,71.77,7.2,9.25,1019.92,0.67,0.0,0.0
14.94,71.25,6.26,8.11,1020.0,0.78,0.0,0.0
14.76,70.36,7.05,8.89,1020.0,1.03,0.0,0.0
14.67,69.6,7.14,9.06,1019.42,0.93,0.0,0.0
14.55,69.55,7.25,9.04,1019.0,0.77,0.0,0.0
14.45,71.02,8.17,10.13,1019.0,0.92,0.0,0.0
14.37,73.81,8.45,10.29,1019.0,1.18,0.0,0.0
14.49,74.03,6.19,7.97,1019.0,1.4,0.0,0.0
14.49,74.2,1.09,1.36,1019.0,2.54,0.0,0.0
14.41,72.76,0.0,0.0,1019.0,85.27,0.0,0.0
14.83,69.94,0.0,0.0,1019.0,268.05,0.0,0.0
16.21,64.26,1.12,1.61,1019.92,458.18,0.0,0.0
17.64,59.32,4.41,5.54,1020.0,621.03,0.0,0.0
19.3,53.08,4.14,5.14,1019.33,738.76,0.0,0.0
20.71,43.68,3.5,4.47,1019.0,801.67,0.0,0.0
22.59,40.1,1.56,2.26,1018.08,789.92,0.0,0.0
23.72,36.27,1.89,2.73,1018.0,741.48,0.0,0.0
22.07,39.77,5.53,6.92,1017.58,607.25,0.0,0.0
21.31,41.8,5.44,6.9,1017.08,439.92,0.0,0.0
19.93,51.62,6.59,8.2,1017.67,300.49,0.0,0.0
18.11,57.98,6.73,7.95,1017.92,80.14,0.0,0.0
17.11,60.9,5.49,6.25,1018.0,1.48,0.0,0.0
16.39,61.49,5.07,6.14,1018.25,1.29,0.0,0.0
16.1,60.81,5.67,6.83,1019.0,1.16,0.0,0.0
16.09,60.22,5.02,5.98,1019.0,0.96,0.0,0.0
16.0,60.68,3.9,4.86,1019.0,0.87,0.0,0.0
15.56,61.96,3.53,4.17,1018.67,1.56,0.0,0.0
14.78,66.45,2.97,3.48,1018.17,1.07,0.0,0.0
14.43,72.35,2.77,3.44,1018.0,1.87,0.0,0.0
14.32,76.15,0.72,0.84,1018.0,1.83,0.0,0.0
14.02,77.98,2.68,3.1,1018.0,2.05,0.0,0.0
14.14,77.3,2.21,2.94,1018.0,1.31,0.0,0.0
14.05,76.91,1.14,1.51,1018.75,2.42,0.0,0.0
14.57,75.52,0.93,1.32,1019.0,86.18,0.0,0.0
16.46,67.48,1.0,1.47,1019.67,281.46,0.0,0.0
17.15,64.08,1.48,2.12,1020.0,387.6,0.0,0.0
18.96,59.66,0.93,1.4,1020.0,585.89,0.0,0.0
19.97,57.24,1.81,2.49,1020.0,657.52,0.0,0.0
20.93,50.39,1.39,2.26,1020.0,770.88,0.0,0.0
23.05,39.97,1.42,2.05,1019.83,787.75,0.0,0.0
22.9,39.62,4.18,5.6,1019.17,707.47,0.0,0.0
23.15,37.96,5.31,6.65,1019.0,595.12,0.0,0.0
21.21,45.55,5.29,6.42,1019.17,455.85,0.0,0.0
21.26,42.62,3.8,4.86,1019.33,260.19,0.0,0.0
20.17,48.43,3.91,4.74,1019.83,75.57,0.0,0.0
19.46,44.49,3.28,3.94,1020.0,2.43,0.0,0.0
18.68,45.1,1.24,1.57,1020.0,0.11,0.0,0.0
18.49,43.58,1.09,1.47,1020.33,0.12,0.0,0.0
17.72,46.31,2.49,2.89,1021.0,0.13,0.0,0.0
17.16,49.53,2.17,2.49,1021.0,0.15,0.0,0.0
16.74,51.97,2.26,2.68,1020.83,0.19,0.0,0.0
16.34,53.08,1.21,1.49,1021.0,0.35,0.0,0.0
16.33,51.17,0.58,0.78,1020.75,0.34,0.0,0.0
15.78,58.53,0.98,1.09,1020.83,1.1,0.0,0.0
15.09,55.02,1.65,1.84,1020.83,0.81,0.0,0.0
15.02,52.29,0.79,0.99,1020.08,0.57,0.0,0.0
15.1,51.17,3.09,4.03,1021.0,0.53,0.0,0.0
15.39,51.12,1.56,2.01,1021.0,49.7,0.0,0.0
16.71,47.98,1.1,1.53,1021.42,230.47,0.0,0.0
17.97,51.84,1.27,1.78,1022.0,422.8,0.0,0.0
18.73,49.26,1.07,1.57,1022.0,599.14,0.0,0.0
20.72,36.5,1.12,1.68,1022.0,678.7,0.0,0.0
21.88,30.33,2.5,3.38,1022.0,776.25,0.0,0.0
22.02,26.85,3.55,4.99,1022.0,803.08,0.0,0.0
23.75,21.79,2.29,3.21,1021.58,762.06,0.0,0.0
23.32,23.86,2.7,4.0,1021.0,614.56,0.0,0.0
23.44,22.1,3.95,5.55,1021.0,482.38,0.0,0.0
23.94,29.44,4.14,5.49,1021.0,279.63,0.0,0.0
21.36,43.78,4.49,5.58,1022.0,66.24,0.0,0.0
19.98,56.6,4.81,5.81,1022.0,2.66,0.0,0.0
19.39,64.24,6.14,7.57,1022.75,0.68,0.0,0.0
18.76,75.38,2.87,3.88,1023.0,0.28,0.0,0.0
18.45,77.19,1.98,2.62,1023.0,0.35,0.0,0.0
18.46,76.89,1.55,1.97,1023.0,0.66,0.0,0.0
18.14,77.2,2.24,2.94,1023.0,0.66,0.0,0.0
17.44,74.34,1.93,2.66,1023.0,0.53,0.0,0.0
17.02,72.02,2.16,2.89,1023.0,0.72,0.0,0.0
17.05,65.77,3.72,4.51,1022.92,0.61,0.0,0.0
16.56,67.14,4.12,4.91,1023.0,0.77,0.0,0.0
16.08,70.04,1.77,2.26,1023.0,0.66,0.0,0.0
16.12,69.74,3.09,4.19,1023.0,0.52,0.0,0.0
15.83,72.36,3.09,4.0,1023.08,38.0,0.0,0.0
16.45,71.45,4.04,5.09,1023.83,203.33,0.0,0.0
